id,date,time,name,size,type,price
2015-000095,2015-01-02,16:18:04,napolitana,S,classic,12
2015-000096,2015-01-02,16:21:20,napolitana,S,classic,12
2015-000097,2015-01-02,16:45:33,big_meat,S,classic,12
2015-000098,2015-01-02,17:18:18,napolitana,L,classic,20.5
2015-000098,2015-01-02,17:18:18,classic_dlx,L,classic,20.5
2015-000099,2015-01-02,17:45:42,ital_supr,L,supreme,20.75
2015-000100,2015-01-02,17:46:17,hawaiian,L,classic,16.5
2015-000101,2015-01-02,17:51:33,soppressata,L,supreme,20.75
2015-000101,2015-01-02,17:51:33,cali_ckn,L,chicken,20.75
2015-000101,2015-01-02,17:51:33,pepperoni,L,classic,15.25
2015-000101,2015-01-02,17:51:33,spicy_ital,M,supreme,16.5
2015-000102,2015-01-02,17:54:04,prsc_argla,S,supreme,12.5
2015-000102,2015-01-02,17:54:04,bbq_ckn,S,chicken,12.75
2015-000103,2015-01-02,18:02:09,spinach_supr,S,supreme,12.5
2015-000104,2015-01-02,18:02:12,veggie_veg,L,veggie,20.25
2015-000104,2015-01-02,18:02:12,bbq_ckn,M,chicken,16.75
2015-000104,2015-01-02,18:02:12,ital_veggie,M,veggie,16.75
2015-000104,2015-01-02,18:02:12,ckn_alfredo,M,chicken,16.75
2015-000105,2015-01-02,18:12:01,hawaiian,S,classic,10.5
2015-000105,2015-01-02,18:12:01,hawaiian,S,classic,10.5
2015-000105,2015-01-02,18:12:01,prsc_argla,M,supreme,16.5
2015-000105,2015-01-02,18:12:01,pepperoni,L,classic,15.25
2015-000106,2015-01-02,18:12:13,spicy_ital,L,supreme,20.75
2015-000106,2015-01-02,18:12:13,mexicana,L,veggie,20.25
2015-000107,2015-01-02,18:25:09,ital_supr,M,supreme,16.5
2015-000107,2015-01-02,18:25:09,cali_ckn,L,chicken,20.75
2015-000107,2015-01-02,18:25:09,veggie_veg,L,veggie,20.25
2015-000107,2015-01-02,18:25:09,spicy_ital,L,supreme,20.75
2015-000108,2015-01-02,18:25:25,hawaiian,L,classic,16.5
2015-000108,2015-01-02,18:25:25,classic_dlx,L,classic,20.5
2015-000108,2015-01-02,18:25:25,spinach_supr,L,supreme,20.75
2015-000109,2015-01-02,18:27:50,prsc_argla,L,supreme,20.75
2015-000109,2015-01-02,18:27:50,pepperoni,M,classic,12.5
2015-000109,2015-01-02,18:27:50,ital_cpcllo,L,classic,20.5
2015-000109,2015-01-02,18:27:50,ital_supr,L,supreme,20.75
2015-000110,2015-01-02,18:36:19,soppressata,L,supreme,20.75
2015-000110,2015-01-02,18:36:19,napolitana,L,classic,20.5
2015-000110,2015-01-02,18:36:19,big_meat,S,classic,12
2015-000110,2015-01-02,18:36:19,spicy_ital,S,supreme,12.5
2015-000111,2015-01-02,18:38:01,cali_ckn,M,chicken,16.75
2015-000111,2015-01-02,18:38:01,spin_pesto,L,veggie,20.75
2015-000111,2015-01-02,18:38:01,pepperoni,M,classic,12.5
2015-000111,2015-01-02,18:38:01,five_cheese,L,veggie,18.5
2015-000112,2015-01-02,18:41:40,pepperoni,S,classic,9.75
2015-000113,2015-01-02,18:50:21,cali_ckn,L,chicken,20.75
2015-000113,2015-01-02,18:50:21,southw_ckn,M,chicken,16.75
2015-000113,2015-01-02,18:50:21,mexicana,L,veggie,20.25
2015-000114,2015-01-02,18:59:32,pepperoni,L,classic,15.25
2015-000114,2015-01-02,18:59:32,sicilian,S,supreme,12.25
2015-000115,2015-01-02,19:05:17,thai_ckn,M,chicken,16.75
2015-000115,2015-01-02,19:05:17,big_meat,S,classic,12
2015-000115,2015-01-02,19:05:17,napolitana,L,classic,20.5
2015-000116,2015-01-02,19:18:49,five_cheese,L,veggie,18.5
2015-000117,2015-01-02,19:23:02,peppr_salami,M,supreme,16.5
2015-000117,2015-01-02,19:23:02,sicilian,L,supreme,20.25
2015-000118,2015-01-02,19:26:59,prsc_argla,L,supreme,20.75
2015-000118,2015-01-02,19:26:59,spinach_fet,S,veggie,12
2015-000119,2015-01-02,19:32:29,four_cheese,M,veggie,14.75
2015-000120,2015-01-02,19:35:07,spinach_fet,L,veggie,20.25
2015-000120,2015-01-02,19:35:07,hawaiian,S,classic,10.5
2015-000120,2015-01-02,19:35:07,classic_dlx,S,classic,12
2015-000121,2015-01-02,19:38:48,sicilian,L,supreme,20.25
2015-000121,2015-01-02,19:38:48,bbq_ckn,M,chicken,16.75
2015-000121,2015-01-02,19:38:48,southw_ckn,L,chicken,20.75
2015-000121,2015-01-02,19:38:48,four_cheese,L,veggie,17.95
2015-000122,2015-01-02,19:50:19,ital_supr,M,supreme,16.5
2015-000123,2015-01-02,20:12:09,ital_cpcllo,S,classic,12
2015-000124,2015-01-02,20:12:34,bbq_ckn,S,chicken,12.75
2015-000124,2015-01-02,20:12:34,the_greek,S,classic,12
2015-000124,2015-01-02,20:12:34,sicilian,L,supreme,20.25
2015-000124,2015-01-02,20:12:34,spicy_ital,L,supreme,20.75
2015-000125,2015-01-02,20:31:06,the_greek,XL,classic,25.5
2015-000126,2015-01-02,20:53:42,veggie_veg,L,veggie,20.25
2015-000127,2015-01-02,20:58:23,pepperoni,M,classic,12.5
2015-000128,2015-01-02,21:05:06,spicy_ital,S,supreme,12.5
2015-000129,2015-01-02,21:13:02,big_meat,S,classic,12
2015-000129,2015-01-02,21:13:02,the_greek,M,classic,16
2015-000130,2015-01-02,21:14:55,mexicana,M,veggie,16
2015-000130,2015-01-02,21:14:55,southw_ckn,S,chicken,12.75
2015-000130,2015-01-02,21:14:55,ital_cpcllo,L,classic,20.5
2015-000130,2015-01-02,21:14:55,hawaiian,S,classic,10.5
2015-000131,2015-01-02,21:33:10,spinach_supr,S,supreme,12.5
2015-000131,2015-01-02,21:33:10,five_cheese,L,veggie,18.5
2015-000131,2015-01-02,21:33:10,green_garden,S,veggie,12
2015-000131,2015-01-02,21:33:10,ckn_pesto,L,chicken,20.75
2015-000132,2015-01-02,21:42:45,pepperoni,S,classic,9.75
2015-000133,2015-01-02,22:00:17,bbq_ckn,L,chicken,20.75
2015-000133,2015-01-02,22:00:17,hawaiian,L,classic,16.5
2015-000133,2015-01-02,22:00:17,the_greek,S,classic,12
2015-000134,2015-01-02,22:13:24,southw_ckn,L,chicken,20.75
2015-000134,2015-01-02,22:13:24,spinach_supr,S,supreme,12.5
2015-000134,2015-01-02,22:13:24,big_meat,S,classic,12
2015-000135,2015-01-02,22:29:34,veggie_veg,L,veggie,20.25
2015-000136,2015-01-02,22:32:49,peppr_salami,S,supreme,12.5
2015-000136,2015-01-02,22:32:49,five_cheese,L,veggie,18.5
2015-000137,2015-01-03,11:34:10,mediterraneo,L,veggie,20.25
2015-000137,2015-01-03,11:34:10,spicy_ital,M,supreme,16.5
2015-000137,2015-01-03,11:34:10,pepperoni,S,classic,9.75
2015-000138,2015-01-03,11:44:50,ital_veggie,L,veggie,21
2015-000138,2015-01-03,11:44:50,sicilian,M,supreme,16.25
2015-000138,2015-01-03,11:44:50,four_cheese,L,veggie,17.95
2015-000138,2015-01-03,11:44:50,cali_ckn,M,chicken,16.75
2015-000139,2015-01-03,11:57:39,five_cheese,L,veggie,18.5
2015-000140,2015-01-03,12:26:44,veggie_veg,M,veggie,16
2015-000140,2015-01-03,12:26:44,prsc_argla,S,supreme,12.5
2015-000141,2015-01-03,13:16:01,classic_dlx,M,classic,16
2015-000142,2015-01-03,13:33:59,green_garden,M,veggie,16
2015-000143,2015-01-03,13:41:36,pepperoni,L,classic,15.25
2015-000143,2015-01-03,13:41:36,mexicana,M,veggie,16
2015-000143,2015-01-03,13:41:36,classic_dlx,S,classic,12
2015-000143,2015-01-03,13:41:36,thai_ckn,L,chicken,20.75
2015-000143,2015-01-03,13:41:36,cali_ckn,S,chicken,12.75
2015-000143,2015-01-03,13:41:36,prsc_argla,S,supreme,12.5
2015-000143,2015-01-03,13:41:36,veggie_veg,M,veggie,16
2015-000143,2015-01-03,13:41:36,hawaiian,L,classic,16.5
2015-000144,2015-01-03,13:44:28,five_cheese,L,veggie,18.5
2015-000144,2015-01-03,13:44:28,veggie_veg,L,veggie,20.25
2015-000144,2015-01-03,13:44:28,southw_ckn,S,chicken,12.75
2015-000144,2015-01-03,13:44:28,thai_ckn,M,chicken,16.75
2015-000144,2015-01-03,13:44:28,bbq_ckn,M,chicken,16.75
2015-000144,2015-01-03,13:44:28,four_cheese,L,veggie,17.95
2015-000144,2015-01-03,13:44:28,bbq_ckn,M,chicken,16.75
2015-000144,2015-01-03,13:44:28,bbq_ckn,M,chicken,16.75
2015-000144,2015-01-03,13:44:28,big_meat,S,classic,12
2015-000144,2015-01-03,13:44:28,spicy_ital,L,supreme,20.75
2015-000144,2015-01-03,13:44:28,cali_ckn,L,chicken,20.75
2015-000144,2015-01-03,13:44:28,pep_msh_pep,S,classic,11
2015-000144,2015-01-03,13:44:28,southw_ckn,L,chicken,20.75
2015-000144,2015-01-03,13:44:28,ckn_pesto,M,chicken,16.75
2015-000145,2015-01-03,13:53:48,the_greek,S,classic,12
2015-000146,2015-01-03,14:22:10,cali_ckn,L,chicken,20.75
2015-000146,2015-01-03,14:22:10,four_cheese,M,veggie,14.75
2015-000146,2015-01-03,14:22:10,hawaiian,M,classic,13.25
2015-000147,2015-01-03,14:32:51,the_greek,XL,classic,25.5
2015-000148,2015-01-03,14:40:42,mediterraneo,S,veggie,12
2015-000149,2015-01-03,14:48:45,spinach_fet,M,veggie,16
2015-000150,2015-01-03,14:49:58,pepperoni,M,classic,12.5
2015-000151,2015-01-03,15:09:34,spinach_supr,S,supreme,12.5
2015-000151,2015-01-03,15:09:34,southw_ckn,L,chicken,20.75
2015-000152,2015-01-03,15:09:42,the_greek,M,classic,16
2015-000152,2015-01-03,15:09:42,thai_ckn,S,chicken,12.75
2015-000152,2015-01-03,15:09:42,spinach_fet,L,veggie,20.25
2015-000152,2015-01-03,15:09:42,hawaiian,S,classic,10.5
2015-000153,2015-01-03,15:16:34,mexicana,M,veggie,16
2015-000154,2015-01-03,15:22:43,prsc_argla,S,supreme,12.5
2015-000155,2015-01-03,15:28:59,pepperoni,L,classic,15.25
2015-000155,2015-01-03,15:28:59,ckn_pesto,S,chicken,12.75
2015-000155,2015-01-03,15:28:59,napolitana,L,classic,20.5
2015-000155,2015-01-03,15:28:59,peppr_salami,L,supreme,20.75
2015-000156,2015-01-03,15:42:19,thai_ckn,L,chicken,20.75
2015-000156,2015-01-03,15:42:19,napolitana,M,classic,16
2015-000157,2015-01-03,15:43:03,sicilian,M,supreme,16.25
2015-000157,2015-01-03,15:43:03,spin_pesto,M,veggie,16.5
2015-000157,2015-01-03,15:43:03,mediterraneo,M,veggie,16
2015-000157,2015-01-03,15:43:03,ital_supr,L,supreme,20.75
2015-000158,2015-01-03,15:54:30,thai_ckn,M,chicken,16.75
2015-000158,2015-01-03,15:54:30,ital_veggie,M,veggie,16.75
2015-000159,2015-01-03,15:59:22,thai_ckn,M,chicken,16.75
2015-000159,2015-01-03,15:59:22,four_cheese,L,veggie,17.95
2015-000160,2015-01-03,16:35:33,classic_dlx,M,classic,16
2015-000161,2015-01-03,16:43:46,hawaiian,S,classic,10.5
2015-000161,2015-01-03,16:43:46,the_greek,XL,classic,25.5
2015-000161,2015-01-03,16:43:46,spicy_ital,M,supreme,16.5
2015-000162,2015-01-03,16:51:22,big_meat,S,classic,12
2015-000163,2015-01-03,16:54:54,the_greek,M,classic,16
2015-000163,2015-01-03,16:54:54,hawaiian,M,classic,13.25
2015-000163,2015-01-03,16:54:54,pepperoni,L,classic,15.25
2015-000164,2015-01-03,16:56:33,pepperoni,M,classic,12.5
2015-000164,2015-01-03,16:56:33,cali_ckn,L,chicken,20.75
